,专辑,发行公司,发行时间,子分类,总分类,歌手,歌曲,歌词文件下载链接,歌词链接,页数
5,《闪亮每一天》,环球唱片,2009-07-14,伤感,心情,记事本,陈慧琳,,http://musicdata.baidu.com/data2/lrc/1129463/1129463.lrc,5
5,《专属密码》,SONY MUSIC,2005-06-03,伤感,心情,每天的每夜,黄义达,,http://musicdata.baidu.com/data2/lrc/13905452/13905452.lrc,5
5,《江南》,海蝶音乐,2004-06-04,伤感,心情,害怕,林俊杰,,http://musicdata.baidu.com/data2/lrc/239774858/239774858.lrc,5
5,《一场游戏一场梦》,英皇唱片,1987-12-19,伤感,心情,一场游戏一场梦,王杰,,http://musicdata.baidu.com/data2/lrc/13761090/13761090.lrc,5
5,《Courage》,环球唱片,2008-04-08,伤感,心情,Catavento,Milton Nascimento,,http://musicdata.baidu.com/data2/lrc/13761090/13761090.lrc,5
5,《气球》,环球唱片,2001-11-01,伤感,心情,气球,许哲佩,,http://musicdata.baidu.com/data2/lrc/239149448/239149448.lrc,5
5,《年华》,滚石唱片,2001-01-09,伤感,心情,成全,刘若英,,http://musicdata.baidu.com/data2/lrc/13764915/13764915.lrc,5
5,《范特西》,杰威尔JVR音乐有限公司,2001-09-20,伤感,心情,开不了口,周杰伦,,http://musicdata.baidu.com/data2/lrc/66faea97f4f5913e6b80cd0d80150eea/258346734/258346734.lrc,5
5,《超级金曲精选》,SONY MUSIC,2011-08-05,伤感,心情,我明白他,莫文蔚,,http://musicdata.baidu.com/data2/lrc/9139412/9139412.lrc,5
5,《超级金曲精选》,SONY MUSIC,2011-08-05,伤感,心情,其实我一直都想对你说,莫文蔚,,http://musicdata.baidu.com/data2/lrc/9139410/9139410.lrc,5
5,《超级金曲精选》,SONY MUSIC,2011-08-05,伤感,心情,你给我多少时间,莫文蔚,,http://musicdata.baidu.com/data2/lrc/9139407/9139407.lrc,5
5,《超级金曲精选》,SONY MUSIC,2011-08-05,伤感,心情,爱,莫文蔚,,http://musicdata.baidu.com/data2/lrc/13911621/13911621.lrc,5
5,《一起飞》,SONY MUSIC,2008-07-08,伤感,心情,特别的爱给特别的你,伍思凯,,http://musicdata.baidu.com/data2/lrc/27858130/27858130.lrc,5
6,《Love and the C'ity》,滚石唱片,2002-06-21,伤感,心情,一辈子的孤单,刘若英,,http://musicdata.baidu.com/data2/lrc/239708505/239708505.lrc,6
6,《搜寻蔡旻佑》,SONY MUSIC,2008-07-11,伤感,心情,老地方,蔡旻佑,,http://musicdata.baidu.com/data2/lrc/901612/901612.lrc,6
6,《珍重伊健十年精选》,BMG,2000-05-01,伤感,心情,全世界的眼泪,郑伊健,,http://musicdata.baidu.com/data2/lrc/11111016/11111016.lrc,6
6,《如果爱忘了》,海蝶音乐,2011-08-23,伤感,心情,没收,戚薇,,http://musicdata.baidu.com/data2/lrc/239782495/239782495.lrc,6
